Season,HomeTeam,AwayTeam,Result,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
2016,Crystal Palace,Norwich,W,1,0,2,0,0,1,24,13,13,6,4,13,10,10,4,2,1,0,0,2.05,3.4,3.6,1.95,3.3,3.9,2.05,3.3,3.5
2016,Crystal Palace,Everton,D,0,0,1,0,0,1,23,18,9,6,5,7,9,10,7,0,1,0,1,2.9,3.4,2.6,2.95,3.2,2.4,2.95,3.1,2.4
2016,Crystal Palace,Stoke,W,2,1,2,0,1,0,16,17,12,4,3,8,18,4,3,2,3,0,0,2.05,3.5,3.9,2.05,3.2,3.7,1.85,3.45,4.0
2015,Crystal Palace,Arsenal,L,1,2,0,1,1,1,18,11,20,4,7,14,12,6,6,1,1,0,0,5.25,3.9,1.73,5.0,3.75,1.75,4.7,3.6,1.7
2015,Crystal Palace,Aston Villa,W,2,1,2,0,0,1,17,16,11,6,2,12,15,6,4,3,3,0,0,1.85,3.6,4.75,1.85,3.5,4.1,1.9,3.4,3.9
2015,Crystal Palace,Man City,L,0,1,0,0,0,1,23,10,21,2,7,13,13,4,4,2,3,0,0,5.5,4.2,1.67,5.25,3.9,1.67,5.4,3.7,1.6
2015,Crystal Palace,West Brom,W,2,0,2,0,0,1,14,21,7,8,2,14,13,8,3,3,3,0,0,1.83,3.6,5.0,1.8,3.4,4.5,1.8,3.5,4.2
2015,Crystal Palace,West Ham,L,1,3,0,1,1,1,21,6,24,1,4,9,11,1,9,1,3,1,0,2.0,3.6,4.0,2.0,3.5,3.5,1.9,3.45,3.8
2015,Crystal Palace,Man United,D,0,0,1,0,0,1,23,10,5,5,1,12,15,7,3,3,3,0,0,3.8,3.5,2.1,3.4,3.4,2.1,3.4,3.2,2.1
2015,Crystal Palace,Sunderland,L,0,1,0,0,0,1,20,19,12,7,4,18,11,11,2,1,3,0,0,1.57,4.0,7.0,1.57,3.8,5.75,1.65,3.6,5.1
2015,Crystal Palace,Newcastle,W,5,1,2,3,1,2,34,19,7,8,2,7,13,7,5,1,1,0,0,1.7,3.9,5.5,1.72,3.8,4.4,1.75,3.5,4.5
2015,Crystal Palace,Southampton,W,1,0,2,1,0,2,22,12,15,5,3,11,13,8,5,0,0,0,0,2.6,3.3,3.0,2.6,3.25,2.65,2.5,3.2,2.75
2015,Crystal Palace,Swansea,D,0,0,1,0,0,1,26,10,5,2,3,11,16,7,4,3,2,0,0,2.1,3.4,4.0,2.05,3.3,4.0,2.0,3.3,3.6
2015,Crystal Palace,Tottenham,W,2,1,2,0,0,1,3,21,9,7,5,9,14,4,6,5,3,0,0,3.5,3.5,2.2,3.4,3.3,2.3,3.3,3.3,2.1
2015,Crystal Palace,Everton,L,0,1,0,0,1,0,31,13,14,3,2,12,14,6,1,0,3,0,0,2.8,3.3,2.75,2.8,3.1,2.75,2.6,3.2,2.6
2015,Crystal Palace,Newcastle,D,1,1,1,0,1,0,1,7,5,3,1,10,11,5,2,1,2,0,0,2.38,3.3,3.3,2.4,3.1,3.0,2.3,3.3,2.9
2015,Crystal Palace,Arsenal,L,1,2,0,0,2,0,21,22,12,3,4,15,14,10,1,1,3,0,0,4.75,3.75,1.83,4.1,3.6,1.83,4.2,3.5,1.8
2015,Crystal Palace,QPR,W,3,1,2,3,0,2,18,15,11,4,4,17,16,6,3,1,3,0,0,1.83,3.75,4.75,1.83,3.6,4.1,1.85,3.45,4.0
2015,Crystal Palace,Man City,W,2,1,2,1,0,2,24,5,22,3,4,11,11,4,13,2,1,0,0,5.0,4.0,1.67,5.0,4.0,1.7,5.0,3.9,1.6
2015,Crystal Palace,West Brom,L,0,2,0,0,1,0,14,19,8,4,4,17,17,7,6,3,3,0,0,1.95,3.5,4.5,1.95,3.4,3.75,1.9,3.45,3.8
2015,Crystal Palace,Hull,L,0,2,0,0,0,1,21,7,21,3,7,15,10,0,9,0,0,0,0,2.05,3.3,4.2,2.0,3.3,4.1,2.0,3.3,3.6
2015,Crystal Palace,Man United,L,1,2,0,0,1,0,24,13,13,4,4,13,12,7,6,0,1,0,0,4.5,3.6,1.91,4.1,3.7,1.9,4.5,3.7,1.7
2015,Crystal Palace,Swansea,W,1,0,2,0,0,1,6,13,5,7,2,22,13,7,3,3,0,0,0,2.25,3.6,3.3,2.2,3.2,3.3,2.1,3.3,3.3
2014,Crystal Palace,West Ham,L,1,3,0,0,2,0,21,9,17,4,8,14,11,6,9,1,3,0,0,2.5,3.3,3.1,2.5,3.0,2.95,2.3,3.3,2.9
2014,Crystal Palace,Burnley,D,0,0,1,0,0,1,22,14,11,3,3,12,10,5,5,2,3,0,0,2.25,3.3,3.6,2.25,3.2,3.2,2.0,3.3,3.6
2014,Crystal Palace,Leicester,W,2,0,2,0,0,1,17,16,7,6,1,14,9,6,6,0,2,0,0,2.63,3.4,2.88,2.65,3.1,2.7,2.5,3.2,2.75
2014,Crystal Palace,Chelsea,L,1,2,0,0,1,0,6,7,14,4,5,13,7,3,2,1,1,1,1,8.5,4.75,1.44,7.0,4.25,1.44,7.3,4.4,1.4
2014,Crystal Palace,Sunderland,L,1,3,0,0,1,0,29,9,8,1,7,12,19,11,2,0,3,1,0,2.1,3.5,3.8,2.1,3.4,3.7,2.1,3.3,3.3
2014,Crystal Palace,Liverpool,W,3,1,2,1,1,1,14,15,12,5,1,21,10,4,3,1,2,0,0,4.33,3.7,1.91,3.7,3.6,1.91,4.5,3.5,1.75
2014,Crystal Palace,Aston Villa,L,0,1,0,0,1,0,24,17,5,5,3,16,15,8,2,2,2,0,0,2.1,3.4,4.0,2.1,3.2,3.6,2.0,3.3,3.6
2014,Crystal Palace,Stoke,D,1,1,1,1,1,1,16,10,7,3,3,12,11,9,8,2,0,0,0,2.6,3.25,3.0,2.62,3.25,2.85,2.5,3.2,2.75
2014,Crystal Palace,Southampton,L,1,3,0,0,1,0,22,11,13,4,6,15,10,8,4,1,0,0,0,3.75,3.4,2.15,3.3,3.2,2.2,3.2,3.2,2.2
2014,Crystal Palace,Norwich,D,1,1,1,1,1,1,22,13,8,4,5,12,10,9,4,2,1,0,1,2.38,3.3,3.3,2.35,3.1,3.1,2.3,3.3,2.9
2014,Crystal Palace,Stoke,W,1,0,2,0,0,1,21,12,17,6,2,9,13,4,3,0,2,0,0,2.35,3.2,3.5,2.2,3.2,3.4,2.2,3.2,3.2
2014,Crystal Palace,Hull,W,1,0,2,1,0,2,31,13,13,3,4,14,8,8,3,4,0,0,1,2.5,3.2,3.2,2.5,3.0,3.0,2.2,3.2,3.2
2014,Crystal Palace,West Brom,W,3,1,2,2,0,2,4,10,16,6,6,13,13,4,7,0,3,0,0,2.6,3.3,3.0,2.5,3.2,2.85,2.4,3.1,2.9
2014,Crystal Palace,Man United,L,0,2,0,0,0,1,24,15,14,6,5,12,10,6,4,0,2,0,0,6.5,4.0,1.6,6.5,3.6,1.57,5.1,3.6,1.65
2014,Crystal Palace,Southampton,L,0,1,0,0,1,0,11,6,11,1,3,14,18,8,3,1,5,0,0,3.9,3.3,2.15,3.5,3.25,2.1,3.0,3.2,2.3
2014,Crystal Palace,Chelsea,W,1,0,2,0,0,1,18,14,21,4,2,10,4,2,13,4,1,0,0,10.0,4.75,1.4,7.5,4.6,1.4,7.3,4.4,1.4
2014,Crystal Palace,Aston Villa,W,1,0,2,0,0,1,11,14,7,4,4,7,12,2,4,0,2,0,0,2.15,3.3,3.9,2.1,3.25,3.5,2.2,3.1,3.3
2014,Crystal Palace,Man City,L,0,2,0,0,2,0,11,3,16,2,6,9,10,4,8,3,1,0,0,7.5,5.0,1.44,7.0,4.25,1.44,7.3,4.4,1.4
2014,Crystal Palace,Liverpool,D,3,3,1,0,1,0,21,10,26,6,9,7,12,7,7,2,3,0,0,9.0,5.0,1.4,7.5,5.0,1.36,7.5,4.6,1.37
2013,Crystal Palace,Tottenham,L,0,1,0,0,0,1,21,5,17,3,2,6,9,3,7,1,0,0,0,4.75,3.75,1.83,4.75,3.7,1.72,4.2,3.5,1.8
2013,Crystal Palace,Sunderland,W,3,1,2,1,0,2,19,17,10,6,2,6,6,6,6,1,0,0,1,2.6,3.3,3.0,2.55,3.25,2.75,2.4,3.2,2.85
2013,Crystal Palace,Swansea,L,0,2,0,0,1,0,16,9,15,1,7,13,9,6,7,2,2,0,0,3.5,3.4,2.25,3.1,3.3,2.3,2.7,3.3,2.45
2013,Crystal Palace,Fulham,L,1,4,0,1,2,0,18,14,9,4,6,10,13,5,7,0,1,0,0,2.75,3.3,2.8,2.65,3.3,2.6,2.75,3.3,2.4
2013,Crystal Palace,Arsenal,L,0,2,0,0,0,1,4,13,10,4,4,12,8,4,3,0,0,0,1,11.0,5.0,1.36,8.5,5.0,1.33,7.6,4.8,1.35
2013,Crystal Palace,Everton,D,0,0,1,0,0,1,6,9,15,2,2,16,8,4,7,1,0,0,0,6.5,4.0,1.62,6.0,3.8,1.57,5.2,3.8,1.6
2013,Crystal Palace,West Ham,W,1,0,2,1,0,2,18,10,11,5,2,10,9,3,4,1,2,0,0,3.25,3.3,2.4,2.9,3.2,2.4,2.6,3.2,2.6
2013,Crystal Palace,Cardiff,W,2,0,2,1,0,2,23,19,10,5,2,9,12,8,3,0,0,0,0,2.8,3.3,2.75,2.65,3.2,2.7,2.4,3.3,2.75
2013,Crystal Palace,Newcastle,L,0,3,0,0,2,0,26,9,13,4,6,11,14,3,7,1,2,0,0,3.25,3.4,2.38,3.0,3.4,2.3,2.75,3.3,2.4
2023,Everton,Brighton,L,1,4,0,0,1,0,1,10,19,4,8,8,10,5,2,3,1,0,0,3.5,3.5,2.1,3.5,3.4,2.05,3.45,3.4,2.15
2023,Everton,Southampton,L,1,2,0,1,0,2,12,12,13,4,5,7,19,6,4,0,3,0,0,2.25,3.25,3.3,2.2,3.3,3.3,2.25,3.3,3.3
2023,Everton,Arsenal,W,1,0,2,0,0,1,8,12,15,4,3,13,8,7,5,4,1,0,0,8.5,4.5,1.4,7.5,4.75,1.41,7.75,4.7,1.4
2023,Everton,Leeds,W,1,0,2,0,0,1,0,15,8,6,0,8,6,6,4,2,3,0,0,2.4,3.3,3.0,2.4,3.3,2.95,2.45,3.3,2.95
2023,Everton,Aston Villa,L,0,2,0,0,0,1,3,15,9,5,5,12,12,5,1,2,1,0,0,2.5,3.2,3.0,2.45,3.2,2.95,2.5,3.15,2.95
2023,Everton,Brentford,W,1,0,2,1,0,2,35,13,12,6,4,11,12,5,8,2,1,0,0,2.7,3.25,2.7,2.65,3.1,2.75,2.7,3.2,2.75
2023,Everton,Tottenham,D,1,1,1,0,0,1,8,15,8,6,2,10,14,3,3,0,3,1,1,3.4,3.3,2.2,3.4,3.3,2.15,3.4,3.3,2.2
2023,Everton,Fulham,L,1,3,0,1,1,1,3,15,21,7,7,10,6,4,8,3,2,0,0,2.05,3.4,3.7,2.05,3.3,3.75,2.1,3.35,3.65
2023,Everton,Newcastle,L,1,4,0,0,1,0,1,13,15,5,8,8,6,3,14,2,1,0,0,4.75,3.6,1.73,4.5,3.6,1.78,4.7,3.65,1.75
2023,Everton,Man City,L,0,3,0,0,2,0,3,7,9,3,4,12,4,8,6,1,0,0,0,9.0,4.75,1.36,8.5,5.25,1.35,9.0,4.8,1.37
2023,Everton,Bournemouth,W,1,0,2,0,0,1,34,13,7,6,2,11,12,9,3,1,3,0,0,1.5,4.5,6.5,1.47,4.5,6.5,1.45,4.6,7.25
2022,Everton,Brighton,L,2,3,0,0,2,0,12,17,12,6,5,5,12,8,5,1,1,0,0,2.75,3.2,2.62,2.85,3.0,2.7,2.7,3.2,2.7
2022,Everton,Aston Villa,L,0,1,0,0,1,0,6,15,8,1,3,14,16,9,2,5,3,0,0,2.75,3.25,2.62,2.6,3.3,2.65,2.7,3.3,2.65
2022,Everton,Leeds,W,3,0,2,2,0,2,10,21,7,10,0,8,9,5,3,1,1,0,0,2.25,3.5,3.0,2.2,3.7,3.0,2.3,3.6,2.95
2022,Everton,Man City,L,0,1,0,0,0,1,30,6,13,2,8,7,14,3,4,3,2,0,0,10.0,5.75,1.28,9.5,5.5,1.31,11.0,6.0,1.27
2022,Everton,Wolves,L,0,1,0,0,0,1,24,8,14,2,3,13,11,5,2,2,1,1,0,2.3,3.2,3.3,2.3,3.2,3.25,2.3,3.25,3.25
2022,Everton,Newcastle,W,1,0,2,0,0,1,6,9,17,3,6,13,11,5,7,2,1,1,0,2.4,3.25,3.1,2.3,3.4,3.1,2.4,3.3,3.0
2022,Everton,Man United,W,1,0,2,1,0,2,14,7,12,3,4,4,10,5,7,2,2,0,0,4.6,3.75,1.75,4.1,3.9,1.8,4.4,3.8,1.8
2022,Everton,Leicester,D,1,1,1,0,1,0,8,13,11,3,3,8,17,5,4,3,1,0,0,2.25,3.4,3.25,2.3,3.25,3.2,2.3,3.4,3.05
2022,Everton,Chelsea,W,1,0,2,0,0,1,16,9,17,4,5,9,12,3,8,3,5,0,0,5.0,3.6,1.75,4.8,3.7,1.72,4.7,3.7,1.77
2022,Everton,Brentford,L,2,3,0,2,1,2,24,10,18,5,7,8,8,5,2,0,3,2,0,2.05,3.6,3.5,2.1,3.5,3.4,2.05,3.5,3.6
2022,Everton,Crystal Palace,W,3,2,2,0,2,0,3,12,7,6,5,9,13,4,5,2,3,0,0,1.9,3.4,4.33,1.93,3.4,4.0,1.85,3.55,4.3
2022,Everton,Chelsea,L,0,1,0,0,1,0,6,8,15,4,6,14,11,4,16,3,2,0,0,5.5,4.0,1.61,5.5,3.8,1.58,5.5,3.9,1.63
2022,Everton,Nott'm Forest,D,1,1,1,0,0,1,1,19,14,8,5,6,9,6,2,3,2,0,0,1.9,3.6,4.0,1.9,3.5,4.0,1.97,3.45,3.85
2022,Everton,Liverpool,D,0,0,1,0,0,1,3,14,23,3,8,7,11,7,9,2,2,0,0,7.0,4.75,1.4,7.25,5.0,1.4,7.25,5.0,1.4
2022,Everton,West Ham,W,1,0,2,0,0,1,24,7,14,2,4,8,11,5,14,3,1,0,0,2.9,3.25,2.5,3.0,3.3,2.37,2.9,3.3,2.5
2022,Everton,Man United,L,1,2,0,1,2,0,8,11,12,2,4,7,13,5,4,2,1,0,0,3.6,3.5,2.05,3.5,3.5,2.05,3.45,3.5,2.1
2022,Everton,Crystal Palace,W,3,0,2,1,0,2,35,9,9,6,2,16,14,3,4,3,4,0,0,2.6,3.2,2.87,2.45,3.2,2.95,2.55,3.15,2.9
2022,Everton,Leicester,L,0,2,0,0,1,0,8,12,22,2,8,9,5,8,3,0,0,0,0,2.4,3.3,3.0,2.4,3.3,2.95,2.4,3.3,3.0
2022,Everton,Wolves,L,1,2,0,1,1,1,6,12,7,6,4,9,22,2,2,1,6,0,0,2.3,3.25,3.2,2.3,3.25,3.1,2.35,3.25,3.2
2021,Everton,West Ham,L,0,1,0,0,0,1,16,10,11,2,5,9,7,5,4,2,0,0,0,2.1,3.5,3.5,2.15,3.5,3.3,2.15,3.35,3.45
2021,Everton,Leicester,D,1,1,1,1,0,2,22,8,19,2,6,12,10,5,11,1,1,0,0,2.8,3.3,2.55,2.85,3.3,2.55,2.8,3.2,2.6
2021,Everton,Newcastle,L,0,2,0,0,0,1,34,11,13,3,3,13,6,7,12,3,4,0,0,1.55,4.0,6.5,1.55,4.0,6.5,1.6,3.9,6.0
2021,Everton,Fulham,L,0,2,0,0,0,1,0,7,12,2,3,7,16,5,4,1,1,0,0,1.85,3.6,4.2,1.9,3.5,4.2,1.95,3.5,4.0
2021,Everton,Man City,L,1,3,0,1,1,1,1,3,16,2,7,8,8,0,10,2,1,0,0,8.5,5.5,1.33,7.75,5.25,1.36,8.5,5.25,1.35
2021,Everton,Southampton,W,1,0,2,1,0,2,20,7,9,1,1,13,9,4,10,0,2,0,0,2.15,3.5,3.3,2.15,3.5,3.3,2.2,3.45,3.35
2021,Everton,Burnley,L,1,2,0,1,2,0,14,14,14,4,5,9,6,7,4,0,4,0,0,1.83,3.5,4.5,1.83,3.5,4.5,1.9,3.45,4.4
2021,Everton,Crystal Palace,D,1,1,1,0,0,1,16,15,13,7,6,10,10,3,4,2,0,0,0,1.75,3.5,5.0,1.83,3.4,4.75,1.8,3.45,4.9
2021,Everton,Tottenham,D,2,2,1,1,1,1,24,18,12,7,3,8,8,6,3,1,1,0,0,3.4,3.5,2.1,3.4,3.4,2.15,3.35,3.45,2.15
2021,Everton,Aston Villa,L,1,2,0,1,1,1,35,16,13,3,5,10,13,3,6,0,2,0,0,1.95,3.6,3.8,2.0,3.7,3.6,1.9,3.5,4.2
2021,Everton,Sheffield United,L,0,1,0,0,1,0,2,16,10,6,3,8,12,11,4,1,3,0,0,1.36,4.75,8.5,1.4,4.6,8.5,1.4,4.7,8.0
2021,Everton,Wolves,W,1,0,2,0,0,1,0,14,9,4,3,11,11,7,12,0,2,0,0,1.85,3.6,4.2,1.9,3.7,4.0,1.9,3.55,4.2
2021,Everton,Southampton,W,3,1,2,0,1,0,0,14,6,6,3,13,15,6,8,2,0,0,0,1.9,3.5,4.0,1.95,3.5,3.9,1.95,3.45,3.95
2021,Everton,Burnley,W,3,1,2,0,0,1,20,14,11,6,6,3,6,4,6,1,1,0,0,1.7,3.75,5.0,1.75,3.7,4.75,1.73,3.7,4.9
2021,Everton,Norwich,W,2,0,2,1,0,2,8,11,10,4,2,12,9,6,4,2,3,0,0,1.61,3.8,5.75,1.6,3.9,6.0,1.63,3.95,5.5
2021,Everton,West Ham,L,0,1,0,0,0,1,34,15,16,2,4,3,3,7,9,0,2,0,0,2.5,3.4,2.8,2.45,3.5,2.75,2.5,3.3,2.85
2021,Everton,Watford,L,2,5,0,1,1,1,10,15,20,4,8,9,13,3,5,4,3,0,0,1.65,3.8,5.5,1.6,4.1,5.25,1.65,3.85,5.25
2021,Everton,Tottenham,D,0,0,1,0,0,1,5,12,8,2,0,13,17,4,2,2,4,1,0,3.1,3.25,2.37,2.95,3.25,2.4,3.05,3.25,2.4
2021,Everton,Liverpool,L,1,4,0,1,2,0,30,8,16,2,7,8,16,3,11,4,3,0,0,7.5,5.25,1.36,7.25,5.0,1.39,7.0,5.0,1.43
2021,Everton,Arsenal,W,2,1,2,0,1,0,22,11,10,5,3,8,12,3,3,2,2,0,0,3.4,3.5,2.1,3.2,3.5,2.2,3.35,3.45,2.15
2020,Everton,Brighton,W,1,0,2,1,0,2,8,14,9,6,2,7,7,4,3,2,1,0,0,1.85,3.8,4.0,1.87,3.6,4.2,1.9,3.6,4.05
2020,Everton,Newcastle,D,2,2,1,1,0,2,35,17,8,8,2,13,10,6,4,1,1,0,0,1.55,4.1,6.0,1.6,4.0,6.0,1.6,4.0,5.6
2020,Everton,Crystal Palace,W,3,1,2,1,0,2,8,14,10,8,2,11,12,4,6,0,1,0,0,1.61,3.8,6.0,1.62,3.7,6.0,1.65,3.75,5.7
2020,Everton,Man United,D,1,1,1,1,1,1,5,16,14,5,5,11,11,13,8,3,4,0,0,2.5,3.25,2.9,2.5,3.4,2.8,2.55,3.3,2.85
2020,Everton,Liverpool,D,0,0,1,0,0,1,22,9,10,3,3,15,12,1,6,2,2,0,0,6.0,4.2,1.55,5.5,4.25,1.57,5.5,4.2,1.57
2020,Everton,Leicester,W,2,1,2,2,0,2,8,7,15,2,3,13,10,3,5,1,1,0,0,2.5,3.3,2.9,2.5,3.3,2.85,2.5,3.25,2.85
2020,Everton,Southampton,D,1,1,1,1,1,1,18,11,17,4,4,13,14,3,5,3,3,0,0,2.05,3.5,3.6,2.0,3.5,3.75,2.05,3.45,3.6
2020,Everton,Aston Villa,D,1,1,1,0,0,1,3,9,15,1,1,15,13,5,5,2,1,0,0,2.0,3.5,3.75,1.95,3.6,3.8,2.0,3.55,3.65
2020,Everton,Bournemouth,L,1,3,0,1,2,0,5,13,13,5,7,11,9,2,5,1,0,0,0,2.25,3.7,3.0,2.25,3.8,2.9,2.25,3.55,3.0
2020,Everton,West Brom,W,5,2,2,2,1,2,22,17,6,7,4,9,11,11,1,1,0,0,1,1.5,4.2,6.5,1.55,4.2,6.0,1.55,4.0,6.0
2020,Everton,Brighton,W,4,2,2,2,1,2,35,11,11,6,3,13,14,3,10,0,1,0,0,1.72,3.75,4.8,1.75,3.6,5.0,1.73,3.75,5.0
2020,Everton,Liverpool,D,2,2,1,1,1,1,24,11,22,5,8,15,9,2,5,3,2,1,0,3.75,4.2,1.83,3.8,4.1,1.83,3.9,3.8,1.83
2020,Everton,Man United,L,1,3,0,1,2,0,30,7,13,1,5,12,19,5,2,4,2,0,0,2.9,3.5,2.37,2.85,3.5,2.4,2.9,3.3,2.4
2020,Everton,Leeds,L,0,1,0,0,0,1,5,15,23,8,7,8,14,4,2,1,2,0,0,1.95,3.8,3.6,1.95,3.7,3.7,2.0,3.75,3.4
2020,Everton,Chelsea,W,1,0,2,1,0,2,14,9,10,4,3,10,11,6,6,2,3,0,0,4.33,4.2,1.7,4.25,4.1,1.75,4.4,3.8,1.73
2020,Everton,Arsenal,W,2,1,2,2,1,2,1,9,13,2,2,9,9,4,3,1,3,0,0,2.45,3.5,2.8,2.25,3.5,3.1,2.4,3.4,2.9
2019,Everton,Watford,W,1,0,2,1,0,2,18,12,8,2,2,11,11,4,7,2,3,0,0,1.72,3.8,4.75,1.67,4.0,5.0,1.7,3.9,4.65
2019,Everton,Wolves,W,3,2,2,2,1,2,3,15,8,6,5,12,12,7,7,1,4,0,1,2.2,3.25,3.5,2.15,3.25,3.6,2.1,3.25,3.65
2019,Everton,Sheffield United,L,0,2,0,0,1,0,35,16,2,3,1,9,9,12,3,1,3,0,0,1.61,3.75,6.0,1.65,3.8,5.5,1.67,3.75,5.3
2019,Everton,Man City,L,1,3,0,1,1,1,24,12,20,8,9,4,8,5,2,2,2,0,0,10.0,5.5,1.3,9.75,6.0,1.28,9.6,5.5,1.3
2019,Everton,West Ham,W,2,0,2,1,0,2,30,19,8,10,4,15,15,11,2,2,2,0,0,1.95,3.75,3.75,1.95,3.6,3.8,1.97,3.65,3.7
2019,Everton,Tottenham,D,1,1,1,0,0,1,20,7,4,3,2,9,8,5,2,1,2,0,1,2.7,3.4,2.6,2.8,3.4,2.5,2.65,3.5,2.55
2019,Everton,Norwich,L,0,2,0,0,0,1,3,18,13,7,5,12,11,7,7,3,5,0,0,1.36,5.1,8.0,1.4,5.0,7.25,1.4,4.8,7.5
2019,Everton,Chelsea,W,3,1,2,1,0,2,6,13,15,7,4,14,9,1,5,3,0,0,0,3.5,3.75,2.0,3.5,3.75,2.0,3.45,3.7,2.05
2019,Everton,Arsenal,D,0,0,1,0,0,1,16,9,6,0,2,10,11,5,4,2,3,0,0,2.3,3.8,2.87,2.3,3.75,2.85,2.3,3.65,2.85
2019,Everton,Burnley,W,1,0,2,0,0,1,3,21,6,5,0,15,14,10,2,0,0,0,0,1.7,3.75,5.0,1.67,3.8,5.25,1.7,3.7,5.0
2019,Everton,Leicester,L,0,1,0,0,0,1,20,17,8,2,4,5,8,6,5,3,1,0,0,2.0,3.5,4.2,2.05,3.4,3.75,2.05,3.4,3.7
2019,Everton,Bournemouth,W,2,0,2,0,0,1,3,15,16,3,7,17,8,5,9,5,0,0,0,1.75,4.0,4.8,1.75,3.9,4.6,1.8,3.7,4.4
2019,Everton,Wolves,L,1,3,0,1,2,0,18,13,8,4,4,12,14,3,1,3,1,0,0,2.37,3.4,3.25,2.3,3.3,3.2,2.35,3.3,3.1
2019,Everton,Man City,L,0,2,0,0,1,0,6,4,15,1,4,12,6,5,6,1,1,0,0,10.0,6.25,1.3,10.0,6.0,1.28,8.0,5.3,1.35
2019,Everton,Liverpool,D,0,0,1,0,0,1,20,7,10,3,3,12,10,3,7,1,2,0,0,6.0,4.2,1.61,5.5,4.1,1.6,5.4,3.95,1.63
2019,Everton,Chelsea,W,2,0,2,0,0,1,3,15,16,8,5,17,9,3,4,1,2,0,0,4.0,3.8,1.95,4.1,3.6,1.9,4.4,3.5,1.85
2019,Everton,Arsenal,W,1,0,2,1,0,2,16,23,7,6,2,8,9,9,6,1,4,0,0,3.0,3.75,2.35,3.1,3.6,2.2,2.95,3.55,2.3
2019,Everton,Man United,W,4,0,2,2,0,2,30,15,7,8,1,11,7,10,2,1,1,0,0,3.25,3.5,2.3,3.2,3.4,2.25,3.1,3.45,2.3
2019,Everton,Burnley,W,2,0,2,2,0,2,5,20,5,6,1,8,9,8,1,0,2,0,0,1.66,4.0,5.75,1.65,3.8,5.75,1.6,4.0,5.6
2018,Everton,Southampton,W,2,1,2,2,0,2,18,13,15,7,4,8,20,2,5,0,5,0,0,1.9,3.5,4.75,1.91,3.3,4.5,2.0,3.25,4.0
2018,Everton,Huddersfield,D,1,1,1,1,1,1,34,11,9,1,6,13,14,4,3,3,3,0,0,1.53,4.2,7.5,1.5,4.0,7.5,1.6,4.0,5.5
2018,Everton,West Ham,L,1,3,0,1,2,0,20,16,9,4,4,15,12,4,2,2,5,0,0,2.0,3.75,3.9,2.0,3.6,3.7,2.0,3.55,3.6
2018,Everton,Fulham,W,3,0,2,0,0,1,31,19,6,6,0,13,13,12,1,0,3,0,0,1.75,4.2,4.75,1.75,4.0,4.33,1.8,3.7,4.4
2018,Everton,Crystal Palace,W,2,0,2,0,0,1,3,20,7,4,3,13,17,10,5,2,1,0,0,1.85,3.6,4.75,1.85,3.5,4.5,1.83,3.55,4.45
2018,Everton,Brighton,W,3,1,2,1,1,1,8,14,5,3,3,9,17,6,4,0,1,0,0,1.61,4.0,6.5,1.57,3.9,6.25,1.7,3.8,5.0
2018,Everton,Cardiff,W,1,0,2,0,0,1,30,16,7,8,1,12,13,7,3,0,3,0,0,1.4,5.0,9.0,1.4,4.75,7.75,1.45,4.5,7.0
2018,Everton,Newcastle,D,1,1,1,1,1,1,18,19,8,3,5,7,18,14,2,0,5,0,0,1.6,4.0,6.5,1.57,3.8,6.5,1.65,3.8,5.4
2018,Everton,Watford,D,2,2,1,1,0,2,16,12,15,5,3,13,13,6,6,1,1,0,0,1.8,3.75,5.0,1.75,3.7,4.75,1.75,3.7,4.8
2018,Everton,Tottenham,L,2,6,0,1,3,0,30,10,17,3,8,13,9,2,1,0,2,0,0,3.25,3.5,2.3,3.2,3.4,2.25,3.15,3.45,2.25
2018,Everton,Man United,L,0,2,0,0,0,1,1,12,21,0,6,11,10,6,6,2,0,0,0,5.5,3.5,1.8,5.25,3.5,1.75,4.4,3.7,1.8
2018,Everton,West Brom,D,1,1,1,0,1,0,34,9,15,4,5,15,10,0,3,2,1,0,0,2.14,3.2,4.0,2.1,3.1,4.0,2.2,3.1,3.6
2018,Everton,Leicester,W,2,1,2,2,0,2,5,9,8,4,1,9,10,5,5,0,2,0,0,3.0,3.2,2.62,2.95,3.1,2.55,2.7,3.2,2.7
2018,Everton,Crystal Palace,W,3,1,2,0,0,1,14,11,16,5,4,14,15,8,7,1,1,0,0,2.25,3.25,3.2,2.25,3.2,3.4,2.3,3.2,3.25
2018,Everton,Brighton,W,2,0,2,0,0,1,31,13,10,3,4,10,14,10,3,0,1,0,1,2.2,3.2,3.89,2.2,3.1,3.7,2.1,3.2,3.75
2018,Everton,Man City,L,1,3,0,0,3,0,30,6,18,2,4,10,8,2,11,0,0,0,0,9.0,5.0,1.33,8.5,5.0,1.36,9.5,5.5,1.3
2018,Everton,Liverpool,D,0,0,1,0,0,1,24,6,10,1,3,12,7,3,2,0,0,0,0,4.2,3.75,1.9,4.1,3.6,1.9,4.1,3.5,1.9
2018,Everton,Newcastle,W,1,0,2,0,0,1,33,9,9,1,2,10,11,4,6,2,1,0,0,2.29,3.39,3.39,2.25,3.2,3.4,2.4,3.2,3.05
