iter	MultiClass
129	0.8206071415
130	0.8202193842
131	0.8197226159
132	0.8191198326
133	0.8186139578
134	0.8182110775
135	0.8176806134
136	0.8172693814
137	0.8167697385
138	0.8164568328
139	0.8162144533
140	0.815810814
141	0.8154979631
142	0.81505671
143	0.8145902808
144	0.814363254
145	0.8138782717
146	0.8133274674
147	0.8130622266
148	0.8127905759
149	0.8126759814
150	0.8124994047
151	0.8116451996
152	0.8111603511
153	0.8108168492
154	0.810620458
155	0.810213823
156	0.8097722967
157	0.8096129311
158	0.8093503088
159	0.8086350408
160	0.8081204586
161	0.8075664876
162	0.807380335
163	0.8069851264
164	0.8067134435
165	0.8062875961
166	0.8058574083
167	0.805620693
168	0.8055307091
169	0.8050555077
170	0.8047844094
171	0.804382601
172	0.8041887427
173	0.8038191329
174	0.8032570391
175	0.8026079328
176	0.8022735816
177	0.8021128298
178	0.8016474671
179	0.801329367
180	0.8010001878
181	0.8006302109
182	0.8002888984
183	0.7999140786
184	0.7995998994
185	0.7991888586
186	0.7985332333
187	0.7979416671
188	0.7974816891
189	0.7972334362
190	0.7969992065
191	0.7964338445
192	0.7962030037
193	0.7958862475
194	0.7955724662
195	0.7954286461
196	0.7950874528
197	0.7946195737
198	0.7942355219
199	0.7937598498
200	0.7932764798
201	0.7929353166
202	0.7926905204
203	0.7921527909
204	0.7917046517
205	0.7915655961
206	0.7912451954
207	0.7907388086
208	0.7904735993
209	0.7902692735
210	0.7901494417
211	0.7896918335
212	0.7895180039
213	0.7892633098
214	0.7889857039
215	0.7886430337
216	0.7882690035
217	0.7880265759
218	0.7878396567
219	0.7874922043
220	0.7870660614
221	0.7866932284
222	0.7860965675
223	0.7857486957
224	0.7853782218
225	0.7850389933
226	0.784839891
227	0.784536658
228	0.7842143546
229	0.7838638005
230	0.7837587017
231	0.7833521846
232	0.7829687929
233	0.7825937528
234	0.7822766239
235	0.7818665252
236	0.7817355889
237	0.7814192783
238	0.7810656305
239	0.7806882459
240	0.7803934026
241	0.7799944454
242	0.7797094645
243	0.7795092212
244	0.7793571511
245	0.7790204468
246	0.7786639902
247	0.7784905597
248	0.7782191082
249	0.7780300669
250	0.7777291215
251	0.7775965582
252	0.7772273292
253	0.7770445033
254	0.7768046494
255	0.7766681693
256	0.7762970167
257	0.7762432643
258	0.7759848719
259	0.7755295788
260	0.7753919708
261	0.7750540751
262	0.7747064299
263	0.7746668361
264	0.7743545665
265	0.7741368512
266	0.7737998931
267	0.7735563181
268	0.7732659849
269	0.7730110776
270	0.7727252796
271	0.7724788695
272	0.7724552819
273	0.77220672
274	0.7720487605
275	0.7718251321
276	0.77158564
277	0.7712107298
278	0.7710144911
279	0.7707534175
280	0.7705494157
281	0.7703592739
282	0.7700582006
283	0.7695919531
284	0.7693695471
285	0.7692560376
286	0.7690560583
287	0.7687282917
288	0.7685820989
289	0.768536671
290	0.7681399113
291	0.767966292
292	0.7677215174
293	0.7676030508
294	0.7673723035
295	0.7671808448
296	0.7669529989
297	0.7667798871
298	0.766652193
299	0.7663180296
300	0.7660110098
301	0.7656904003
302	0.7654740886
303	0.765225336
304	0.7650391779
305	0.7646578927
306	0.7644627234
307	0.7641253162
308	0.7640461891
309	0.763905429
310	0.7636254995
311	0.7634425003
312	0.7630282355
313	0.7628676371
314	0.7627435652
315	0.7625567223
316	0.7622142283
317	0.7620569638
318	0.7617442178
319	0.7615922412
320	0.7613887353
321	0.7612010733
322	0.760906141
323	0.7607372573
324	0.7606274587
325	0.7604418574
326	0.7601244778
327	0.7598516703
328	0.7597073024
329	0.7595127254
330	0.7592430681
331	0.7591194339
332	0.7589057248
333	0.7587707693
334	0.7586007119
335	0.7584938344
336	0.7582376073
337	0.7581015
338	0.7577583173
339	0.7576112695
340	0.7574442227
341	0.7574177914
342	0.7571970152
343	0.7567456034
344	0.756709124
345	0.7566338341
346	0.7563516581
347	0.7561439261
348	0.7558462195
349	0.7554305371
350	0.7552020066
351	0.7550207119
352	0.7549141882
353	0.7547351278
354	0.7545904125
355	0.754402002
356	0.7541595433
357	0.7539473002
358	0.7537096229
359	0.753580126
360	0.7534494872
361	0.7533183451
362	0.7530753203
363	0.75277629
364	0.7527229745
365	0.7523218382
366	0.752273438
367	0.7520109698
368	0.7518821677
369	0.7518290107
370	0.7514003284
371	0.7513405174
372	0.7511349144
373	0.7508681387
374	0.7506421818
375	0.7505484357
376	0.7503539797
377	0.750085529
378	0.7498530196
379	0.7496330842
380	0.7494161009
381	0.7491395676
382	0.7489540228
383	0.7488127722
384	0.748598102
385	0.7485453682
386	0.7482366742
387	0.7480951737
388	0.7480397583
389	0.7478447354
390	0.7477548168
391	0.7473568923
392	0.7472453451
393	0.746955474
394	0.7467187755
395	0.7465119362
396	0.7463160084
397	0.7462598249
398	0.7461291209
399	0.7459844995
400	0.7457854779
401	0.7456995195
402	0.7455581521
403	0.7454693393
404	0.7451126823
405	0.7449235369
406	0.744830428
407	0.7444897196
408	0.7443732138
409	0.7441417215
410	0.74395282
411	0.7437000915
412	0.7435487809
413	0.7433792971
414	0.7432941404
415	0.7430745212
416	0.7427650499
417	0.7426009561
418	0.7422911568
419	0.7420638416
420	0.7419487622
421	0.7417000633
422	0.7416791556
423	0.7413218108
424	0.7412509523
425	0.7410252604
426	0.7408344161
427	0.7407529252
428	0.7406247179
429	0.7404757592
430	0.7403829284
431	0.7402952875
432	0.7401842601
433	0.7400880575
434	0.7399650543
435	0.7398409869
436	0.7397932019
437	0.7396231706
438	0.7393945613
439	0.7392836426
440	0.7390862501
441	0.7390028444
442	0.7389420379
443	0.7388144241
444	0.7385934997
445	0.7384503374
446	0.7381411252
447	0.7378967586
448	0.737633256
449	0.7374827923
450	0.7373006043
451	0.7372090517
452	0.7370437972
453	0.7368622182
454	0.7367360989
455	0.7364652927
456	0.736229115
457	0.736007549
458	0.7358161384
459	0.7356034884
460	0.7354223551
461	0.7352070973
462	0.7349971312
463	0.734868047
464	0.734677915
465	0.7344997607
466	0.7343039588
467	0.7342071914
468	0.7340827537
469	0.7336593225
470	0.733382681
471	0.733127278
472	0.7327073955
473	0.7326278838
474	0.7323294593
475	0.7321480105
476	0.7319541829
477	0.7318648537
478	0.7317554496
479	0.7316370728
480	0.7315565291
481	0.7312784873
482	0.7310571171
483	0.730956617
484	0.7308118377
485	0.7306314771
486	0.7304802605
487	0.7302011976
488	0.7301428814
489	0.7299253831
490	0.7297241111
491	0.7294866916
492	0.729355449
493	0.7289555847
494	0.7288127532
495	0.7285974424
496	0.728432662
497	0.7283121105
498	0.7282144667
499	0.7279275154
500	0.7278262408
501	0.7276478634
502	0.7274382761
503	0.7273257916
504	0.7272445277
505	0.7272140804
506	0.7271571305
507	0.7270204608
508	0.7268151323
509	0.726788221
510	0.7266451081
511	0.7264715551
512	0.7263640041
513	0.7260781816
514	0.7260074776
515	0.7259109809
516	0.7258799515
517	0.7256736044
518	0.7255782889
519	0.725490683
520	0.725344503
521	0.7250492603
522	0.7249085728
523	0.7248382212
524	0.7247139267
525	0.724565571
526	0.7244393709
527	0.7242043955
528	0.7241387987
529	0.7241168511
530	0.7240624682
531	0.72399706
532	0.7238542559
533	0.723591079
534	0.7234124447
535	0.7233663326
536	0.7233426524
537	0.723213742
538	0.723067013
539	0.7230206152
540	0.722726069
541	0.7224892048
542	0.7222819678
543	0.7221505394
544	0.7218893232
545	0.7216289341
546	0.7213631302
547	0.7212786142
548	0.7211295431
549	0.72101384
550	0.720892705
551	0.7206313239
552	0.7205087179
553	0.7203912443
554	0.7201582786
555	0.7197815105
556	0.7195182291
557	0.7194662947
558	0.7192139292
559	0.7191111815
560	0.7189651248
561	0.7187112124
562	0.7184376847
563	0.7181960486
564	0.718047124
565	0.7179781273
566	0.7179030746
567	0.7177456825
568	0.717686872
569	0.717594916
570	0.7175520393
571	0.7174320808
572	0.7173471118
573	0.717283131
574	0.717132731
575	0.7169921143
576	0.7167244424
577	0.7165513749
578	0.7163094537
579	0.7161604824
580	0.7160996932
581	0.7159754857
582	0.7157225344
583	0.7157030604
584	0.7153775864
585	0.7151911403
586	0.7150228922
587	0.7147614367
588	0.714614131
589	0.7143732262
590	0.7141238011
591	0.7140463485
592	0.713704902
593	0.7135912415
594	0.7134065836
595	0.7132159269
596	0.7129560782
597	0.7128925039
598	0.7127777539
599	0.712726543
600	0.7126430882
601	0.7124897541
602	0.7124402336
603	0.7123041292
604	0.7121025917
605	0.7120097334
606	0.7118625223
607	0.7115598276
608	0.7114146353
609	0.7112460894
610	0.7110232067
611	0.7109911296
612	0.710769721
613	0.7106139262
614	0.7105496876
615	0.7104687405
616	0.710396312
617	0.7102855674
618	0.7102145311
619	0.7099852816
620	0.7097667675
621	0.7097082645
622	0.7095413692
623	0.7095179309
624	0.7094167446
625	0.7093003
626	0.7091418814
627	0.7090918536
628	0.708895779
629	0.7088062865
630	0.7086558898
631	0.7085445253
632	0.7083885867
633	0.7082377725
634	0.70803146
635	0.7079564513
636	0.7076483676
637	0.7075137565
638	0.7073603549
639	0.7072166317
640	0.7068472222
641	0.7066296127
642	0.7064249078
643	0.7062872148
644	0.7061054836
645	0.7059773242
646	0.7057748653
647	0.7057242531
648	0.7055672012
649	0.7053209767
650	0.7051174016
651	0.7050783237
652	0.705010078
653	0.7048598782
654	0.7045042209
655	0.7043033456
656	0.704156854
657	0.7039569182
658	0.7038069059
659	0.7037466751
660	0.7036077082
661	0.7034476567
662	0.7033218844
663	0.7032784714
664	0.7032177371
665	0.7031711736
666	0.7031242152
667	0.7029237316
668	0.7026691698
669	0.7025342544
670	0.7024172079
671	0.7022713692
672	0.7021966386
673	0.7020849066
674	0.7019176508
675	0.7016707208
676	0.701474469
677	0.7014161526
678	0.701186337
679	0.7011475263
680	0.7010954471
681	0.7010534011
682	0.7009367363
683	0.7007469261
684	0.7006289741
685	0.7004597355
686	0.7002948486
687	0.7001509653
688	0.6999532084
689	0.6996842838
690	0.6995676975
691	0.6995022741
692	0.6994310234
693	0.6992946854
694	0.6991908154
695	0.6990616968
696	0.6987064601
697	0.6985036923
698	0.6982235345
699	0.6980089481
700	0.6978646643
701	0.6976333847
702	0.6975141259
703	0.6974327313
704	0.6972701846
705	0.6971213946
706	0.6969951303
707	0.6968973452
708	0.6967994047
709	0.6967581973
710	0.6966643507
711	0.6965232947
712	0.6963322655
713	0.696249932
714	0.6961841129
715	0.6960041998
716	0.6957704365
717	0.6955278182
718	0.6955165694
719	0.6953711386
720	0.6953057836
721	0.6952992821
722	0.6952581383
723	0.6951517655
724	0.694959831
725	0.6948266069
726	0.6947697575
727	0.6945987157
728	0.6944392659
729	0.6943542604
730	0.6942495469
731	0.6939949233
732	0.6938655481
733	0.6937171664
734	0.6935468529
735	0.6934230117
736	0.6933244279
737	0.6932131862
738	0.6931446058
739	0.6930371463
740	0.6928481159
741	0.6927151366
742	0.6926912076
743	0.6926557349
744	0.6925451952
745	0.6923700584
746	0.6922876155
747	0.6921257473
748	0.6920391048
749	0.6919507177
750	0.6917892536
751	0.6916655788
752	0.6916301751
753	0.6914707226
754	0.6913635915
755	0.6911940821
756	0.6911362202
757	0.6910175557
758	0.6909958908
759	0.6909663865
760	0.6908425508
761	0.6907819645
762	0.6907655512
763	0.6906401449
764	0.6904873565
765	0.690341459
766	0.6903146047
767	0.6901554569
768	0.6900488249
769	0.6899995951
770	0.6898898027
771	0.6898539528
772	0.6898303151
773	0.6896989755
774	0.6894121542
775	0.6892726927
776	0.689070712
777	0.688954711
778	0.688898375
779	0.6887445895
780	0.6884784575
781	0.6882709915
782	0.6882170136
783	0.6879620596
784	0.6878114899
785	0.6877186705
786	0.6876400232
787	0.6874944971
788	0.6872346372
789	0.6871277751
790	0.6870067867
791	0.6868969268
792	0.6867817346
793	0.6866669309
794	0.6864958479
795	0.6863129568
796	0.6862263815
797	0.6861909626
798	0.6860423592
799	0.6858410045
800	0.6857648022
801	0.6857027054
802	0.6856244509
803	0.6855168649
804	0.6854596861
805	0.6854329992
806	0.6853219923
807	0.6852467883
808	0.685161263
809	0.6850301
810	0.6849286639
811	0.6848493934
812	0.6847489927
813	0.6844539452
814	0.6842255584
815	0.6840309937
816	0.68378686
817	0.6835494368
818	0.6834821246
819	0.6834039872
820	0.6833295273
821	0.6832108509
822	0.683015205
823	0.682869575
824	0.6826782279
825	0.6826556196
826	0.6824409164
827	0.6823671578
828	0.6823316434
829	0.682178599
830	0.6820600967
831	0.6819587054
832	0.6817227736
833	0.6815387199
834	0.6815154229
835	0.6813709164
836	0.6811300381
837	0.6809616323
838	0.680898102
839	0.6807514424
840	0.6806429662
841	0.6805604662
842	0.6803902656
843	0.6802555106
844	0.680160156
845	0.679924008
846	0.6798242511
847	0.679706897
848	0.6795461686
849	0.6795259258
850	0.6793422986
851	0.6792471265
852	0.6790925835
853	0.6789481865
854	0.6789056312
855	0.6787922804
856	0.6786055105
857	0.6785195982
858	0.6783702575
859	0.6782789842
860	0.6781824863
861	0.6780414666
862	0.6780020155
863	0.6778467707
864	0.6777853846
865	0.6777054684
866	0.677606871
867	0.6774771392
868	0.6773070628
869	0.677193376
870	0.6769673806
871	0.676836974
872	0.6767572668
873	0.6766347998
874	0.6763327559
875	0.6761887997
876	0.6759682563
877	0.675876081
878	0.67561464
879	0.6755428054
880	0.67535831
881	0.6753132709
882	0.6751515731
883	0.675040168
884	0.6749128184
885	0.6747931911
886	0.6745871422
887	0.6745642161
888	0.6744888895
889	0.6742770714
890	0.6741838603
891	0.6740520273
892	0.6740080117
893	0.6739703411
894	0.6738944604
895	0.673742636
896	0.6736319728
897	0.6735032977
898	0.6733464958
899	0.6732209467
900	0.6728782085
901	0.672768349
902	0.6726656326
903	0.6724855153
904	0.6723574238
905	0.6722309007
906	0.6721695299
907	0.6719026114
908	0.6718383223
909	0.6716684208
910	0.6714967584
911	0.671370612
912	0.6712573445
913	0.6712215649
914	0.6711048352
915	0.6710272429
916	0.670938509
917	0.6708775172
918	0.6707099412
919	0.6706444778
920	0.6704370111
921	0.6703910436
922	0.6702613024
923	0.6702456536
924	0.6700530513
925	0.6700169808
926	0.6699743522
927	0.6698756645
928	0.6696317485
929	0.6695081963
930	0.6694364317
931	0.6694024383
932	0.669342767
933	0.6691896368
934	0.6691190883
935	0.6690366535
936	0.6689876553
937	0.6688637197
938	0.6688012039
939	0.6686243398
940	0.6684879893
941	0.6683661196
942	0.6682467896
943	0.6681209311
944	0.6679313327
945	0.6676529324
946	0.667602122
947	0.6673978281
948	0.6672726302
949	0.6671708078
950	0.6670977346
951	0.6670036437
952	0.6669241455
953	0.6668607753
954	0.6666998512
955	0.6665782082
956	0.6664543463
957	0.666294609
958	0.6660591964
959	0.6659427097
960	0.665853048
961	0.6657556825
962	0.6656085446
963	0.6655405192
964	0.6654188676
965	0.665250346
966	0.6650028917
967	0.6649026138
968	0.6647145236
969	0.6646987177
970	0.6646360708
971	0.6644310157
972	0.6643922795
973	0.6643568954
974	0.6643122836
975	0.6642464176
976	0.6641237285
977	0.6640351489
978	0.6639646482
979	0.6639193764
980	0.6638144762
981	0.6637037477
982	0.6636049395
983	0.6635861267
984	0.6634679339
985	0.6634335207
986	0.6633412577
987	0.6632413336
988	0.6631603834
989	0.66305506
990	0.6628663793
991	0.6627214697
992	0.6627038599
993	0.6625934056
994	0.6624826335
995	0.6624513112
996	0.6623585723
997	0.6621920263
998	0.6620683986
999	0.6619493302
